bdsk-url-1,year,volume,url,title,pages,number,journal,isbn,id,doi,date-modified,date-added,date,author,Type of product,ID,publisher,bdsk-url-2,note,keywords,eprint,abstract,issn,urldate,month,language,booktitle,volumne,version,editor,edition,copyright,author+an,address,pmid,type
https://doi.org/10.1111/gcb.15610,2021,27,,Juvenile corals underpin coral reef carbonate production after disturbance,2623--2632,11,Global Change Biology,,,10.1111/gcb.15610,,,,"Carlot, J. and Kayal, M. and Lenihan, H. S. and Brandl, S. J. and Casey, J. M. and Adjeroud, M. and Cardini, U. and Merciere, A. and Espiau, B. and Barneche, D. R. and {\textbf{Rovere}}, A. and H{\'e}douin, L. and Parravicini, V.",article,carlot_juvenile_2021,,,,"CaCO3 production, calcification rates, coral assemblages, coral juveniles, linear extension, reef productivity, time series",,"Sea-level rise is predicted to cause major damage to tropical coastlines. While coral reefs can act as natural barriers for ocean waves, their protection hinges on the ability of scleractinian corals to produce enough calcium carbonate (CaCO3) to keep up with rising sea levels. As a consequence of intensifying disturbances, coral communities are changing rapidly, potentially reducing community-level CaCO3 production. By combining colony-level physiology and long-term monitoring data, we show that reefs recovering from major disturbances can produce 40\% more CaCO3 than currently estimated due to the disproportionate contribution of juvenile corals. However, the buffering effect of highly productive juvenile corals is compromised by recruitment failures, which have been more frequently observed after large-scale, repeated bleaching events. While the size structure of corals can bolster a critical ecological function on reefs, climate change impacts on recruitment may undermine this buffering effect, thus further compromising the persistence of reefs and their provision of important ecosystem services.",13652486,,,,,,,,,All rights reserved,,,33749949,
https://doi.org/10.1038/s41467-021-21469-w,2021,12,,A new global ice sheet reconstruction for the past 80 000 years,1--9,1,Nature Communications,,,10.1038/s41467-021-21469-w,,,,"{\underline{Gowan}}, E. J and Zhang, X. and Khosravi, S. and {\textbf{Rovere}}, A. and Stocchi, P. and Hughes, A. L. C. and Gyllencreutz, R. and Mangerud, J. and Svendsen, J. I. and Lohmann, G.",article,Gowan_new_2021,,,Publisher: Springer US,,,"The evolution of past global ice sheets is highly uncertain. One example is the missing ice problem during the Last Glacial Maximum (LGM, 26 000-19 000 years before present) -- an apparent 8-28 m discrepancy between far-field sea level indicators and modelled sea level from ice sheet reconstructions. In the absence of ice sheet reconstructions, researchers often use marine δ18O proxy records to infer ice volume prior to the LGM. We present a global ice sheet reconstruction for the past 80 000 years, called PaleoMIST 1.0, constructed independently of far-field sea level and δ18O proxy records. Our reconstruction is compatible with LGM far-field sea-level records without requiring extra ice volume, thus solving the missing ice problem. However, for Marine Isotope Stage 3 (57 000-29 000 years before present) - a pre-LGM period - our reconstruction does not match proxy-based sea level reconstructions, indicating the relationship between marine δ18O and sea level may be more complex than assumed.",20411723,,,,,,,,,All rights reserved,,,33623046,
https://doi.org/10.5194/essd-13-1633-2021,2021,13,,Last interglacial sea-level proxies in {East} {Africa} and the {Western} {Indian} {Ocean},1633--1651,4,Earth System Science Data,,,10.5194/essd-13-1633-2021,,,,"{\underline{Boyden}}, P. and Weil-Accardo, J. and Deschamps, P. and Oppo, D. and {\textbf{Rovere}}, A.",article,Boyden_last_2021,,,,,,"In this paper, we describe a sea-level database compiled using published last interglacial, Marine Isotopic Stage 5 (MIS 5), geological sea-level proxies within East Africa and the Western Indian Ocean (EAWIO). Encompassing vast tropical coastlines and coralline islands, this region has many occurrences of well-preserved last interglacial stratigraphies. Most notably, islands almost entirely composed of Pleistocene reefs (such as Aldabra, the Seychelles) have provided reliable paleo relative sea-level indicators and well-preserved samples for U-series chronology. Other sea-level proxies include uplifted marine terraces in the north of Somalia and Pleistocene eolian deposits notched by the MIS 5 sea level in Mozambique to tidal notches in luminescencelimited eolian deposits in Mozambique. Our database has been compiled using the World Atlas of Last Interglacial Shorelines (WALIS) interface and contains 58 sea-level indicators and 2 terrestrial-limiting data points. The open-access database is available at https://doi.org/10.5281/zenodo.4302244 (Version 1.03; {\underline{Boyden}} et al., 2020).",18663516,,,,,,,,,All rights reserved,5=highlight,,,
https://doi.org/10.1007/s00338-021-02088-9,2021,40,,Structure-from-{Motion} on shallow reefs and beaches: potential and limitations of consumer-grade drones to reconstruct topography and bathymetry,835--851,3,Coral Reefs,,,10.1007/s00338-021-02088-9,,,,"David, C. G. and Kohl, N. and Casella, E. and {\textbf{Rovere}}, A. and Ballesteros, P. and Schlurmann, T.",article,david_structure--motion_2021,,,Publisher: Springer Berlin Heidelberg,"Bathymetry from drones, Bathymetry from photogrammetry, Coral reefs, Drone mapping, Structure from motion underwater",,"Reconstructing the topography of shallow underwater environments using Structure-from-Motion---Multi View Stereo (SfM-MVS) techniques applied to aerial imagery from Unmanned Aerial Vehicles (UAVs) is challenging, as it involves nonlinear distortions caused by water refraction. This study presents an experiment with aerial photographs collected with a consumer-grade UAV on the shallow-water reef of Fuvahmulah, the Maldives. Under conditions of rising tide, we surveyed the same portion of the reef in ten successive flights. For each flight, we used SfM-MVS to reconstruct the Digital Elevation Model (DEM) of the reef and used the flight at low tide (where the reef is almost entirely dry) to compare the performance of DEM reconstruction under increasing water levels. Our results show that differences with the reference DEM increase with increasing depth, but are substantially larger if no underwater ground control points are taken into account in the processing. Correcting our imagery with algorithms that account for refraction did not improve the overall accuracy of reconstruction. We conclude that reconstructing shallow-water reefs (less than 1 m depth) with consumer-grade UAVs and SfM-MVS is possible, but its precision is limited and strongly correlated with water depth. In our case, the best results are achieved when ground control points were placed underwater and no refraction correction is used.",14320975,,,,,,,,,All rights reserved,4=highlight,,,
https://doi.org/10.1371/journal.pone.0250208,2021,16,,The 'wickedness' of governing land subsidence: {Policy} perspectives from urban southeast {Asia},1--25,6 June,PLoS ONE,,,10.1371/journal.pone.0250208,,,,"Siriwardane De Zoysa, R. De and Sch{\""o}ne, T. and Herbeck, J. and Illigner, J. and Haghighi, M. and Simarmata, H. and Porio, E. and {\textbf{Rovere}}, A. and Hornidge, A.K.",article,siriwardane_de_zoysa_wickedness_2021,,,ISBN: 1111111111,,,"Drawing on Jakarta, Metro Manila and Singapore as case studies, we explore the paradox of slow political action in addressing subsiding land, particularly along high-density urban coastlines with empirical insights from coastal geography, geodesy analysis, geology, and urban planning. In framing land subsidence as a classic 'wicked' policy problem, and also as a hybrid geological and anthropogenic phenomenon that is unevenly experienced across urban contexts, the paper uses a three-step analysis. First, satellite-derived InSAR maps are integrated with Sentinel-1A data in order to reveal the socio-temporal variability of subsidence rates which in turn pose challenges in uniformly applying regulatory action. Second, a multi-sectoral mapping of diverse policies and practices spanning urban water supply, groundwater extraction, land use zoning, building codes, tenurial security, and land reclamation reveal the extent to which the broader coastal governance landscape remains fragmented and incongruous, particularly in arresting a multi-dimensional phenomenon such as subsidence. Finally, in reference to distinct coastal identities of each city-the 'Sinking Capital' (Jakarta), 'Fortress Singapore', and the 'Disaster Capital' (Manila) the paper illustrates how land subsidence is portrayed across the three metropolises in markedly similar ways: As a reversible, quasi-natural, and/or a highly individualized problem.",19326203,,,,,,,,,All rights reserved,8=highlight,,34106961,
https://doi.org/10.1016/j.gloplacha.2021.103570,2021,204,,Coastal submersions in the north-eastern {Adriatic} during the last 5200 years,1--11,July,Global and Planetary Change,,,10.1016/j.gloplacha.2021.103570,,,,"Kaniewski, D. and Marriner, N. and Cheddadi, R. and Morhange, C. and Vacchi, M. and {\textbf{Rovere}}, A. and Faivre, S. and Otto, T. and Luce, F. and Carre, M. Brigitte and Ben{\v c}i{\'c}, G. and Van Campo, E.",article,kaniewski_coastal_2021,,,,"Coasts, Adriatic, Coastal submersions, Croatia, Holocene, Mediterranean, Paleoclimate, Relative Sea-level rise, Saltwater intrusions",,"In the context of industrial-era global change, Mediterranean coastal areas are threatened by relative sea level (RSL) rise. Shifts in the drivers of coastal dynamics are forecasted to trigger changes in the frequency of flooding of low-lying areas, with significant effects on marine-coastal environments, societies, economy and urban systems. Here, we probe coastal floods in the eastern part of the Gulf of Venice (coastal Croatia) to understand the drivers of saltwater intrusions. We reconstructed RSL rise in the north-eastern Adriatic during the Holocene based on 43 RSL index points and analyzed the evolution of coastal submersions on the Istrian Peninsula for the last 5200 years based on inputs of marine components and increases in supratidal scrubs. We produced pollen-based climate reconstructions to analyze the potential effects of air temperature and precipitation changes on submersions. We investigated the response of precipitation and temperature to mid-late Holocene summer/winter insolation forcing and insolation-induced changes in sea surface temperatures (SSTs). We found that during periods of warmer SST, coastal flooding increased markedly. This process seems to have been initiated by warmer atmospheric temperatures that led to increases in summer evaporation, counterbalancing the effects of heavy precipitation during winter. As a result, freshwater flows into coastal areas were reduced and resulted in recurrent inputs of saltwater inland. Our study suggests that present-day climate drivers (increases in SSTs and air temperatures, and decreases in precipitation) will probably favour frequent coastal flooding, a process that will be amplified by RSL rise.",09218181,,,,,,,,,All rights reserved,6=highlight,,,
https://doi.org/10.5281/zenodo.4737120,2021,,https://doi.org/10.5281/zenodo.4737120,"{Supplement to: ""Climate pacing of millennial sea- level change variability in the central and western Mediterranean"" (Vacchi et al., 2021). Ver.1.01}",,,,,,10.5281/zenodo.4737120,,,,"Vacchi, Matteo and Joyse, Kristen and Kopp, Robert E. and Marriner, Nick and Kaniewski, David and {\textbf{Rovere}}, Alessio",dataset,vacchi_matteo_2021_4737120,Zenodo,,,,,,,,April,,,,1.01,,,,,,,
https://doi.org/10.1038/s41467-021-24250-1,2021,12,,Climate pacing of millennial sea-level change variability in the central and western {Mediterranean},1--9,1,Nature Communications,,,10.1038/s41467-021-24250-1,,,,"Vacchi, M. and Joyse, K. M. and Kopp, R. E. and Marriner, N. and Kaniewski, D. and {\textbf{Rovere}}, A.",article,vacchi_climate_2021,,,Publisher: Springer US,,,"Future warming in the Mediterranean is expected to significantly exceed global values with unpredictable implications on the sea-level rise rates in the coming decades. Here, we apply an empirical-Bayesian spatio-temporal statistical model to a dataset of 401 sea-level index points from the central and western Mediterranean and reconstruct rates of sea-level change for the past 10,000 years. We demonstrate that the mean rates of Mediterranean industrial-era sea-level rise have been significantly faster than any other period since ∼4000 years ago. We further highlight a previously unrecognized variability in Mediterranean sea-level change rates. In the Common Era, this variability correlates with the occurrence of major regional-scale cooling/warming episodes. Our data show a sea-level stabilization during the Late Antique Little Ice Age cold event, which interrupted a general rising trend of ∼0.45 mm a−1 that characterized the warming episodes of the Common Era. By contrast, the Little Ice Age cold event had only minor regional effects on Mediterranean sea-level change rates.",20411723,,,,,,,,,All rights reserved,6=highlight,,34188029,
https://doi.org/10.5194/essd-13-4819-2021,2021,13,,"A review of last interglacial sea-level proxies in the western {Atlantic} and southwestern {Caribbean}, from {Brazil} to {Honduras}",4819--4845,10,Earth System Science Data,,,10.5194/essd-13-4819-2021,,,,"{\underline{Rubio-Sandoval}}, K. and {\textbf{Rovere}}, A. and Cerrone, C. and Stocchi, P. and {\underline{Lorscheid}}, T. and Felis, T. and Petersen, A.-K. and {\underline{Ryan}}, D. D.",article,Rubio-Sandoval_review_2021,,,,,,,,,,,,,,,,All rights reserved,2=highlight,,,
https://doi.org/10.1016/j.quaint.2021.09.013,2021,,,"Insights on the origin of multiple tsunami events affected the archaeological site of {Ognina} (south-eastern {Sicily}, {Italy})",,,Quaternary International,,,10.1016/j.quaint.2021.09.013,,,,"Scardino, G. and Rizzo, A. and De Santis, V. and {\underline{Kyriakoudi}}, D. and {\textbf{Rovere}}, A. and Vacchi, M. and Torrisi, S. and Scicchitano, G.",article,scardino_insights_2021,,,,"Coastal flooding, Earthquake, Faults, Sea-level, Tsunami, Tsunamigenic sources",,"South-eastern Sicily is one of the most seismically active areas of the Mediterranean Sea, marked by a high level of crustal seismicity, causing major earthquakes (up to Mw ∼7). As a consequence, this area is prone to earthquake-generated tsunamis, which affected the Ionian coast of Sicily in historical times. These tsunamis left geomorphic and sedimentary imprints, such as large boulders or high-energy deposits, along the coasts. One of these was reported by previous works along the coast of Ognina, a small residential area located 20 km south of Siracusa. The deposits fill the back edge of a ria incised into Miocene limestones, are composed of three main stratigraphic units and were attributed to several tsunami and storm events that occurred along the coasts of south-eastern Sicily since the IV century Common Era (CE). Here, we use numerical models to simulate the impact of these extreme marine events, at the time of their occurrence, along the Ognina coastal sector, with the aim to: i) better define the tsunamigenic sources responsible for the events found in the deposits, ii) verify if some units could be related to a storm event, iii) investigate constrains on the paleogeography of the studied area at the time of tsunami and storm occurrence. We reconstructed the morphology of ancient local landscapes using geological and historical information, together with a detailed topographic and geoelectrical survey. We implemented a modelling chain (composed of Delft Dashboard, Delft 3d-FLOW and XBeach) to simulate the tsunami and storm wave propagation upon the ancient landscapes. Our results demonstrate that the use of advanced modeling tools, combined with in situ geological evidence and geophysical survey, has the potential to support the attribution of coastal geomorphic imprints to specific tsunami or storm events, the better definition of the paleo-landscapes, and the identification of the most likely tsunamigenic sources. This last aspect plays a fundamental role in providing more reliable characteristics of the tsunami propagation as well as in the assessing of potential tsunami hazard and related coastal impacts.",1040-6182,,,,,,,,,All rights reserved,5=highlight,,,
https://doi.org/10.1007/s00367-021-00715-6,2021,41,,"Hurricane {Matthew} in 2100: effects of extreme sea level rise scenarios on a highly valued coastal area ({Palm} {Beach}, {FL}, {USA})",43,4,Geo-Marine Letters,,,10.1007/s00367-021-00715-6,,,,"{\underline{Boyden}}, P. and Casella, E. and Daly, C. and {\textbf{Rovere}}, A.",article,Boyden_hurricane_2021,,,,,,"Sea-level rise represents a severe hazard for populations living within low-elevation coastal zones and is already largely affecting coastal communities worldwide. As sea level continues to rise following unabated greenhouse gas emissions, the exposure of coastal communities to inundation and erosion will increase exponentially. These impacts will be further magnified under extreme storm conditions. In this paper, we focus on one of the most valuable coastal real estate markets globally (Palm Beach, FL). We use XBeach, an open-source hydro and morphodynamic model, to assess the impact of a major tropical cyclone (Hurricane Matthew, 2016) under three different sea-level scenarios. The first scenario (modern sea level) serves as a baseline against which other model runs are evaluated. The other two runs use different 2100 sea-level projections, localized to the study site: (i) IPCC RCP 8.5 (0.83 m by 2100) and (ii) same as (i), but including enhanced Antarctic ice loss (1.62 m by 2100). Our results show that the effective doubling of future sea level under heightened Antarctic ice loss amplifies flow velocity and wave height, leading to a 46\% increase in eroded beach volume and the overtopping of coastal protection structures. This further exacerbates the vulnerability of coastal properties on the island, leading to significant increases in parcel inundation.",1432-1157,,,,,,,,,All rights reserved,4=highlight,,,
https://doi.org/10.5194/essd-13-4313-2021,2021,13,,A standardized database of {Last} {Interglacial} ({MIS} 5e) sea-level indicators in {Southeast} {Asia},4313--4329,9,Earth System Science Data,,,10.5194/essd-13-4313-2021,,,,"Maxwell, K. and Westphal, H. and {\textbf{Rovere}}, A.",article,Maxwell_standardized_2021,,,,,,"Abstract. Marine Isotope Stage 5e (MIS 5e; the Last Interglacial, 125 ka) represents a process analog for a warmer world. Analysis of sea-level proxies formed in this period helps in constraining both regional and global drivers of sea-level change. In Southeast Asia, several studies have reported elevation and age information on MIS 5e sea-level proxies, such as fossil coral reef terraces or tidal notches, but a standardized database of such data was hitherto missing. In this paper, we produced such a sea-level database using the framework of the World Atlas of Last Interglacial Shorelines (WALIS; https://warmcoasts.eu/world-atlas.html). Overall, we screened and reviewed 14 studies on Last Interglacial sea-level indicators in Southeast Asia, from which we report 43 proxies (42 coral reef terraces and 1 tidal notch) that were correlated to 134 dated samples. Five data points date to MIS 5a (80 ka), six data points are MIS 5c (100 ka), and the rest are dated to MIS 5e. The database compiled in this study is available at https://doi.org/10.5281/zenodo.5040784 ({\underline{Maxwell}} et al., 2021).",,,,,,,,,,All rights reserved,3=highlight,,,
https://doi.org/10.1016/j.quascirev.2021.106884,2021,259,,{PALEO}-{SEAL}: {A} tool for the visualization and sharing of {Holocene} sea-level data,106884,,Quaternary Science Reviews,,,10.1016/j.quascirev.2021.106884,,,,"{\underline{Drechsel}}, J. and Khan, N. S. and {\textbf{Rovere}}, A.",article,Drechsel_paleo-seal_2021,,,,"Sea-level databases, Visualization, Web interface",,"We present PALEO-SEAL, a simple web interface that allows visualizing, querying and downloading Holocene sea-level datapoints formatted following the HOLSEA data template. The data is hosted on a mySQL database, and the interface uses AngularJS. PALEO-SEAL is scalable to large datasets and can be deployed in few easy steps, that require only basic knowledge of SQL and HTML. The tool is released in the open domain.",0277-3791,,,,,,,,,All rights reserved,3=highlight,,,
https://doi.org/10.5281/zenodo.5903285,2021,,https://doi.org/10.5281/zenodo.5903285,{MIS 5e relative sea-level index points along the Pacific coast of North America},,,,,,10.5281/zenodo.5903285,,,,"Muhs, Daniel and Wehmiller, John and {\underline{Ryan}}, Deirdre D. and {\textbf{Rovere}}, Alessio",dataset,muhs_daniel_2021_5903285,Zenodo,,,,,,,,October,,,,1.1,,,,,,,
https://doi.org/10.5281/zenodo.5727117,2021,,https://doi.org/10.5281/zenodo.5727117,"{Electronic Supplementary Material for ""Revisiting Batistini: Pleistocene coastal evolution of Southwestern Madagascar""}",,,,,,10.5281/zenodo.5727117,2022-12-28 18:10:53 +0100,,,"{\underline{Boyden}}, Patrick and {\textbf{Rovere}}, Alessio",dataset,boyden_patrick_2021_5727117,Zenodo,,"{This research was funded by the DFG (Deutsche Forschungsgemeinschaft) Excellence Cluster ""EXC 2077:~ The Ocean Floor- Earth's Uncharted Interface"" (Project number: 390741603)}",,,,,,November,,,,1.0,,,,,,,
https://doi.org/10.5281/zenodo.5341661,2021,,https://doi.org/10.5281/zenodo.5341661,{Last interglacial sea-level index points in the Western Mediterranean},,,,,,10.5281/zenodo.5341661,,,,"Cerrone, Ciro and Vacchi, Matteo and Fontana, Alessandro and {\textbf{Rovere}}, Alessio",dataset,cerrone_ciro_2021_5341661,Zenodo,,,,,,,,February,,,,2.1,,,,,,,
https://doi.org/10.5281/zenodo.5169168,2021,,https://doi.org/10.5281/zenodo.5169168,GPS-Utilities ver. 1.0,,,,,,10.5281/zenodo.5169168,,,,"{\textbf{Rovere}}, Alessio",dataset,rovere_alessio_2021_5169168,Zenodo,,,,,,,,August,,,,v1.0,,,,,,,
https://doi.org/10.5281/zenodo.5040784,2021,,https://doi.org/10.5281/zenodo.5040784,{Database of Last Interglacial (MIS 5e) Sea-level Indicators in Southeast Asia},,,,,,10.5281/zenodo.5040784,,,,"{\underline{Maxwell}}, Kathrine and Westphal, Hildegard and {\textbf{Rovere}}, Alessio",dataset,maxwell_kathrine_2021_5040784,Zenodo,,,,,,,,April,,,,1.1,,,,,,,
https://doi.org/10.5281/zenodo.4943541,2021,,https://doi.org/10.5281/zenodo.4943541,WALIS visualization interface,,,,,,10.5281/zenodo.4943541,,,,"{\underline{Garz{\'o}n}}, Sebastian and {\textbf{Rovere}}, Alessio",dataset,garzon_sebastian_2021_4943541,Zenodo,,,,,,,,June,,,,v1.0,,,,,,,
https://doi.org/10.1073/pnas.2026839118,2021,118,,Sea-level trends across the {Bahamas} constrain peak last interglacial ice melt,1--11,33,Proceedings of the National Academy of Sciences of the United States of America,,,10.1073/pnas.2026839118,,,,"Dyer, B. and Austermann, J. and D'Andrea, W. J. and Creel, R. C. and Sandstrom, M. R. and Cashman, M. and {\textbf{Rovere}}, A. and Raymo, M. E.",article,dyer_sea-level_2021,,,,"Glacial isostatic adjustment, Last interglacial sea level, The Bahamas",,"During the last interglacial (LIG) period, global mean sea level (GMSL) was higher than at present, likely driven by greater high-latitude insolation. Past sea-level estimates require elevation measurements and age determination of marine sediments that formed at or near sea level, and those elevations must be corrected for glacial isostatic adjustment (GIA). However, this GIA correction is subject to uncertainties in the GIA model inputs, namely, Earth's rheology and past ice history, which reduces precision and accuracy in estimates of past GMSL. To better constrain the GIA process, we compare our data and existing LIG sea-level data across the Bahamian archipelago with a suite of 576 GIA model predictions. We calculated weights for each GIA model based on how well the model fits spatial trends in the regional sea-level data and then used the weighted GIA corrections to revise estimates of GMSL during the LIG. During the LIG, we find a 95\% probability that global sea level peaked at least 1.2 m higher than today, and it is very unlikely (5\% probability) to have exceeded 5.3 m. Estimates increase by up to 30\% (decrease by up to 20\%) for portions of melt that originate from the Greenland ice sheet (West Antarctic ice sheet). Altogether, this work suggests that LIG GMSL may be lower than previously assumed.",10916490,,,,,,,,,All rights reserved,7=highlight,,,
https://doi.org/10.5281/zenodo.4302244,2021,,https://doi.org/10.5281/zenodo.4302244,{Database of last interglacial sea level proxies in the East Africa and Western Indian Ocean Region},,,,,,10.5281/zenodo.4302244,,,,"{\underline{Boyden}}, Patrick and Weil Accardo, Jennifer and Deschamps, Pierre and Oppo, Davide and {\textbf{Rovere}}, Alessio",dataset,boyden_patrick_2021_4302244,Zenodo,,,,,,,,February,,,,1.03,,,,,,,
https://doi.org/10.5194/essd-13-4485-2021,2021,13,,Last {Interglacial} sea-level proxies in the western {Mediterranean},4485--4527,9,Earth System Science Data,,,10.5194/essd-13-4485-2021,,,,"Cerrone, C. and Vacchi, M. and Fontana, A. and {\textbf{Rovere}}, A.",article,cerrone_last_2021,,,,,,,,,,,,,,,,All rights reserved,4=highlight,,,
https://doi.org/10.5281/zenodo.6623428,2022,,https://doi.org/10.5281/zenodo.6623428,{WALIS - The World Atlas of Last Interglacial Shorelines (Ver 1.0 review)},,,,,,10.5281/zenodo.6623428,,,,"Alessio {\textbf{Rovere}} and {\underline{Ryan}}, Deirdre D. and Vacchi, Matteo and Dutton, Andrea and Simms, Alexander and Murray-Wallace, Colin",dataset,alessio_rovere_2022_6623428,Zenodo,,,,,,,,June,,,,v1.0-review,,,,,,,
https://doi.org/10.1007/s00338-022-02244-9,2022,,,Assessing the relative accuracy of coral heights reconstructed from drones and structure from motion photogrammetry on coral reefs,1--7,,Coral Reefs,,,10.1007/s00338-022-02244-9,,,,"Casella, E. and Lewin, P. and Ghilardi, M. and {\textbf{Rovere}}, A. and Bejarano, S.",article,casella_assessing_2022,,,Publisher: Springer,,,"Low-altitude high-resolution aerial photographs allow for the reconstruction of structural properties of shallow coral reefs and the quantification of their topographic complexity. This study shows the scope and limitations of two-media (air/water) Structure from Motion---Multi-View Stereo reconstruction method using drone aerial photographs to reconstruct coral height. We apply this method in nine different sites covering a total area of about 7000 m2, and we examine the suitability of the method to obtain topographic complexity estimates (i.e., seafloor rugosity). A simple refraction correction and survey design allowed reaching a root mean square error of 0.1 m for the generated digital models of the seafloor (without the refraction correction the root mean square error was 0.2 m). We find that the complexity of the seafloor extracted from the drone digital models is slightly underestimated compared to the one measured with a traditional in situ survey method.",,,,,,,,,,All rights reserved,4=highlight,,,
,2022,,,Other {UAV} sensors ({Chapter} 2.7),219--225,,,,,,,,,"Casella, E. and {\textbf{Rovere}}, A.",book,casella_other_2022,WBG Academic,,,,,"Regardless of the application, UAVs are largely employed in environmental sciences for a sim- ple reason: they allow researchers or professionals interested in a given process or physical element to gather observations giving, at the same time, some logistical advantage. The ad- vantage given by UAVs might be measurable in terms of cost (e.g., compared with airborne data acquisition), resolution, rapidity, feasibility and accessibility of the site that one intends to study.",,,,,{UAVs} for the environmental sciences - methods and {Application},,,"Eltner, A. and Hoffmeister, D. and Kaiser, A. and Karrasch, P. and Klingbeil, L. and St{\""o}cker, C. and {\textbf{Rovere}}, A.",,All rights reserved,2=highlight,,,
,2022,,,{UAVs} for the environmental sciences - methods and {Application},,,,,,,,,,,book,eltner_uavs_2022,WBG Academic,,,,,"UAVs are used in a vast field of applications in environmental sciences due to their flexible, easy and low-cost data acquisition procedures when contrasted to other remote sensing devices. This book gives an overview of the usage of UAVs in environmental sciences covering technical basics, data acquisition with different sensors, data processing schemes and illustrating various examples of application. Overall, this book addresses the entire processing chain of using UAVs to answer environmental questions.",,,,,,,,"Eltner, A. and Hoffmeister, D. and Kaiser, A. and Karrasch, P. and Klingbeil, L. and St{\""o}cker, C. and {\textbf{Rovere}}, A.",1st edition,All rights reserved,,,,
https://doi.org/10.1038/s41467-022-33954-x,2022,13,https://doi.org/10.1038/s41467-022-33954-x,Reply to: Towards solving the missing ice problem and the importance of rigorous model data comparisons,6264,1,Nature Communications,2041-1723,Gowan2022,10.1038/s41467-022-33954-x,2022-10-29 09:58:48 +0200,2022-10-29 09:57:06 +0200,2022/10/24,"{\underline{Gowan}}, E. J. and Zhang, Xu and Khosravi, Sara and {\textbf{Rovere}}, A. and Stocchi, Paolo and Hughes, Anna L. C. and Gyllencreutz, Richard and Mangerud, Jan and Svendsen, John-Inge and Lohmann, Gerrit",article,Gowan:2022vt,,,,,,,,,,,,,,,,,,,,
http://www.openquaternary.com/articles/10.5334/oq.112/,2022,8,http://www.openquaternary.com/articles/10.5334/oq.112/,Revisiting {Battistini}: {Pleistocene} {Coastal} {Evolution} of {Southwestern} {Madagascar},14,,Open Quaternary,,,10.5334/oq.112,2022-12-28 18:08:30 +0100,2022-12-28 18:08:30 +0100,,"{\underline{Boyden}}, Patrick and Weil-Accardo, Jennifer and Deschamps, Pierre and Godeau, Nicolas and Jaosedy, Nicolas and Guihou, Abel and Rajaonarivelo, Mamy Nirina and O'Leary, Michael and Humblet, Marc and {\textbf{Rovere}}, Alessio",article,boyden_revisiting_2022,,https://doi.org/10.5334/oq.112,,,,,2055-298X,2022-12-28,December,en,,,,,,,,,,
https://doi.org/10.5281/zenodo.6957644,2022,,https://doi.org/10.5281/zenodo.6957644,"{Supplementary data for: ""The influence of reef isostasy, dynamic topography, and glacial isostatic adjustment on the Last Interglacial sea- level record of Northeastern Australia""}",,,,,,10.5281/zenodo.6957644,,,,"{\textbf{Rovere}}, Alessio and Pico, Tamara and Richards, Frederick and O'Leary, Michael J. and Mitrovica, Jerry X. and Goodwin, Ian D. and Austermann, Jacqueline and Latychev, Konstantin",dataset,rovere_alessio_2022_6957644,Zenodo,,,,,,,,August,,,,1.0,,,,,,,
https://doi.org/10.5281/zenodo.7252121,2022,,https://doi.org/10.5281/zenodo.7252121,WALIS visualization interface,,,,,,10.5281/zenodo.7252121,,,,"{\underline{Garz{\'o}n}}, Sebastian and {\textbf{Rovere}}, Alessio",dataset,garzon_sebastian_2022_7252121,Zenodo,,,,,,,,October,,,,v2.0,,,,,,,
,2023,11,,Refining patterns of melt with forward stratigraphic models of stable Pleistocene coastlines,917--931,5,Earth Surface Dynamics,,,10.5194/esurf-11-917-2023,,,,"{\underline{Boyden}}, Patrick and Stocchi, Paolo and {\textbf{Rovere}}, Alessio",article,boyden2023refining,"Copernicus Publications G{\""o}ttingen, Germany",,,,,,,,,,,,,,,,,,,
,2023,13,,Coral reef structural complexity loss exposes coastlines to waves,1683,1,Scientific Reports,,,,,,,"Carlot, J{\'e}r{\'e}my and Vousdoukas, Michalis and {\textbf{Rovere}}, Alessio and Karambas, Theofanis and Lenihan, Hunter S and Kayal, Mohsen and Adjeroud, Mehdi and P{\'e}rez-Rosales, Gonzalo and Hedouin, Laetitia and Parravicini, Valeriano",article,carlot2023coral,Nature Publishing Group UK London,,,,,,,,,,,,,,,,,,,
